188,1,600.00,354.00,618.00,297.00,1,1,-1,-1
189,1,558.00,372.00,564.00,291.00,1,1,-1,-1
190,1,486.00,354.00,621.00,318.00,1,1,-1,-1
191,1,462.00,348.00,642.00,330.00,1,1,-1,-1
192,1,465.00,348.00,639.00,330.00,1,1,-1,-1
193,1,369.00,339.00,738.00,348.00,1,1,-1,-1
194,1,333.00,342.00,762.00,342.00,1,1,-1,-1
195,1,282.00,339.00,804.00,351.00,1,1,-1,-1
196,1,246.00,342.00,846.00,339.00,1,1,-1,-1
197,1,243.00,345.00,849.00,345.00,1,1,-1,-1
198,1,243.00,345.00,849.00,345.00,1,1,-1,-1
199,1,237.00,354.00,843.00,336.00,1,1,-1,-1
200,1,237.00,351.00,852.00,342.00,1,1,-1,-1
201,1,234.00,336.00,846.00,354.00,1,1,-1,-1
202,1,222.00,342.00,861.00,351.00,1,1,-1,-1
203,1,222.00,348.00,816.00,348.00,1,1,-1,-1
204,1,222.00,348.00,816.00,348.00,1,1,-1,-1
205,1,216.00,348.00,768.00,351.00,1,1,-1,-1
206,1,207.00,357.00,729.00,342.00,1,1,-1,-1
207,1,204.00,354.00,681.00,351.00,1,1,-1,-1
208,1,198.00,354.00,630.00,348.00,1,1,-1,-1
208,2,903.00,498.00,165.00,126.00,1,1,-1,-1
209,1,183.00,348.00,597.00,354.00,1,1,-1,-1
209,2,846.00,489.00,222.00,150.00,1,1,-1,-1
210,1,183.00,348.00,597.00,354.00,1,1,-1,-1
210,2,846.00,489.00,222.00,150.00,1,1,-1,-1
211,1,180.00,345.00,546.00,360.00,1,1,-1,-1
211,2,795.00,489.00,261.00,147.00,1,1,-1,-1
212,1,159.00,333.00,522.00,360.00,1,1,-1,-1
212,2,744.00,477.00,300.00,159.00,1,1,-1,-1
213,1,162.00,336.00,456.00,357.00,1,1,-1,-1
213,2,681.00,372.00,363.00,285.00,1,1,-1,-1
214,1,159.00,339.00,405.00,339.00,1,1,-1,-1
214,2,612.00,336.00,432.00,324.00,1,1,-1,-1
215,1,138.00,339.00,372.00,327.00,1,1,-1,-1
215,2,561.00,333.00,471.00,336.00,1,1,-1,-1
216,1,138.00,339.00,375.00,324.00,1,1,-1,-1
216,2,561.00,333.00,471.00,336.00,1,1,-1,-1
217,1,135.00,351.00,324.00,312.00,1,1,-1,-1
217,2,519.00,336.00,504.00,339.00,1,1,-1,-1
218,1,135.00,420.00,255.00,219.00,1,1,-1,-1
218,2,462.00,330.00,564.00,342.00,1,1,-1,-1
219,1,123.00,474.00,219.00,162.00,1,1,-1,-1
